JSHSHIR,NS10_CODE,NS11_CODE,NA2_CODE,MONTH,NAC,UPL,YEAR,DISTRICT_NAME
YTT_002816,26,2604,38,7,1122494.148984496,827645.258061719,2026,Yakkasaroy tumani
YTT_002304,26,2604,1,1,3582654.2652544705,3183969.0007935083,2026,Yakkasaroy tumani
YTT_004050,26,2604,186,9,2844229.0484019476,2565628.1195939276,2026,Yakkasaroy tumani
YTT_004115,26,2608,199,5,711748.2056323257,671511.3765101463,2026,Yashnobod tumani
YTT_004162,26,2612,181,8,2569588.150420653,2522456.592225152,2026,Yangihayot tumani
YTT_002590,26,2605,51,7,9922723.87382516,8944829.523355173,2026,Shayxontohur tumani
YTT_002237,26,2601,99,1,1169092.096053577,875479.2604459589,2026,Mirobod tumani
YTT_001004,26,2610,182,12,1148537.2757475143,1043559.6156935103,2026,Uchtepa tumani
YTT_001983,26,2605,51,11,3948891.6791437455,3761365.6431734865,2026,Shayxontohur tumani
YTT_004082,26,2605,100,7,4110112.343363362,3596418.012514092,2026,Shayxontohur tumani
YTT_001932,26,2601,186,1,7100408.1520777065,6356747.227602276,2026,Mirobod tumani
YTT_004240,26,2610,51,2,1445609.0353913107,1228624.670489187,2026,Uchtepa tumani
YTT_004732,26,2604,186,11,6789328.262661728,5866650.09974181,2026,Yakkasaroy tumani
YTT_000170,26,2609,1,5,7340494.045882719,6468482.984357734,2026,Olmazor tumani
YTT_000362,26,2604,100,1,6201245.860625692,5885414.60698756,2026,Yakkasaroy tumani
YTT_003246,26,2609,186,8,8920804.957215533,6468629.468553834,2026,Olmazor tumani
YTT_000532,26,2604,100,1,1813497.5486229493,1625470.5129226756,2026,Yakkasaroy tumani
YTT_002800,26,2605,182,11,210727.61756850805,205597.63426283552,2026,Shayxontohur tumani
YTT_002634,26,2606,100,1,3191808.2167422953,3066227.2423361097,2026,Chilonzor tumani
YTT_003957,5026,2607,172,3,863428.6888814078,770615.2442930565,2026,Sergeli tumani
YTT_004524,26,2607,32,1,5432182.541817161,5050775.161050422,2026,Sergeli tumani
YTT_004857,26,2603,181,5,268616.86573717237,247890.76610000682,2026,Yunusobod tumani
YTT_004123,26,2611,38,7,1348071.5275409303,1120940.7109747129,2026,Bektemir tumani
YTT_000393,26,2607,100,5,1370501.4389440292,1000473.4881504505,2026,Sergeli tumani
YTT_004588,26,2601,134,9,758231.4386659898,745757.346500485,2026,Mirobod tumani
YTT_004369,26,2605,181,7,1272905.2189284614,997318.8474319591,2026,Shayxontohur tumani
YTT_004301,26,2609,47,9,5542197.219282602,4660804.816012688,2026,Olmazor tumani
YTT_003215,26,2604,186,2,4044942.731920999,2984163.001321016,2026,Yakkasaroy tumani
YTT_004713,26,2608,32,8,2274816.8902714564,1644466.705629009,2026,Yashnobod tumani
YTT_003729,26,5026,100,11,1808324.0672218245,1569116.0415706562,2026,Toshkent shahri (maxsus toifa)
YTT_004068,26,2606,172,7,2557301.457822748,1915255.9806985164,2026,Chilonzor tumani
YTT_001501,26,2603,182,2,684921.3932065323,576973.4782642658,2026,Yunusobod tumani
YTT_001407,26,2606,51,2,3317349.9905383964,2788839.2545523094,2026,Chilonzor tumani
YTT_000283,26,2612,51,5,11240004.149624694,8060812.770995576,2026,Yangihayot tumani
YTT_002354,26,2610,51,11,3602818.7872265675,3180770.5196936713,2026,Uchtepa tumani
YTT_004573,26,2604,32,10,3158388.20340683,3023853.806712506,2026,Yakkasaroy tumani
YTT_002234,26,2601,100,2,147106.6951949631,136988.48848345588,2026,Mirobod tumani
YTT_002666,26,2611,134,11,7802799.458541683,5729902.8370016925,2026,Bektemir tumani
YTT_002892,26,2609,172,8,37611077.380564526,34340514.55526687,2026,Olmazor tumani
YTT_000285,26,2610,199,5,6100244.90596672,5827208.847493824,2026,Uchtepa tumani
YTT_004868,26,2603,181,9,5705848.4350995645,4417697.911703549,2026,Yunusobod tumani
YTT_002438,26,2605,51,8,6618661.525871685,5288841.485013082,2026,Shayxontohur tumani
YTT_003028,26,5026,38,3,1090647.7279537434,953862.0626892435,2026,Toshkent shahri (maxsus toifa)
YTT_000837,26,2604,46,8,8179453.865671405,7700926.506057575,2026,Yakkasaroy tumani
YTT_004206,26,2611,47,7,412261.6622848423,303137.21801389987,2026,Bektemir tumani
YTT_004201,26,2607,181,10,53116.75641402595,47914.23348898515,2026,Sergeli tumani
YTT_004155,26,2602,99,1,4012380.3366979915,3987286.797426496,2026,Mirzo Ulug'bek tumani
YTT_001782,26,2611,51,9,2379757.2732346235,2249900.90442904,2026,Bektemir tumani
YTT_003903,26,2607,51,8,5065370.849228059,4338734.497550318,2026,Sergeli tumani
YTT_004398,26,5026,172,4,2564261.945601126,2406993.2186545013,2026,Toshkent shahri (maxsus toifa)
YTT_000323,26,2609,130,12,11938206.997037733,10274647.896758923,2026,Olmazor tumani
YTT_002597,26,2610,47,8,1732134.1086020034,1312511.8196657829,2026,Uchtepa tumani
YTT_000340,26,5026,181,9,24616295.888779733,24314944.325321775,2026,Toshkent shahri (maxsus toifa)
YTT_000158,5026,2604,100,6,69593.10123666114,60099.9731557375,2026,Yakkasaroy tumani
YTT_004142,26,2607,47,4,3115603.7522528428,2277702.848966317,2026,Sergeli tumani
YTT_004952,5026,5026,130,6,2887130.7638585586,2036015.5224150936,2026,Toshkent shahri (maxsus toifa)
YTT_003984,26,2611,1,7,1048901.2128528832,988489.1440855097,2026,Bektemir tumani
YTT_000266,5026,2611,199,4,168754.17840230415,144302.44336703196,2026,Bektemir tumani
YTT_004706,26,5026,47,2,5554454.212261926,4492430.401987772,2026,Toshkent shahri (maxsus toifa)
YTT_004435,26,2603,46,5,8926786.612972198,7785472.134791657,2026,Yunusobod tumani
YTT_004454,26,2612,130,6,6703825.687035282,6291858.676868239,2026,Yangihayot tumani
YTT_003810,26,2603,51,11,6977906.168154939,5669918.028889003,2026,Yunusobod tumani
YTT_002960,26,2604,99,9,16589014.556067698,16271236.985437967,2026,Yakkasaroy tumani
YTT_002384,26,2611,172,1,3843993.682557319,3546575.3490900653,2026,Bektemir tumani
YTT_004689,26,2607,130,9,2110769.637334687,1888011.0006540287,2026,Sergeli tumani
YTT_003422,26,2603,134,4,5884151.141147728,4233950.361012237,2026,Yunusobod tumani
YTT_003020,26,2611,130,4,1295927.7394021454,1055607.3842896621,2026,Bektemir tumani
YTT_003694,26,2604,182,2,2848800.289409584,2280621.1412438,2026,Yakkasaroy tumani
YTT_002070,5026,2603,199,11,1635341.0276724747,1286514.3992515006,2026,Yunusobod tumani
YTT_000505,26,2608,172,9,3319011.3236044967,2989444.476531224,2026,Yashnobod tumani
YTT_002888,26,2603,32,1,4030375.061670664,3600279.418749262,2026,Yunusobod tumani
YTT_004046,26,2602,199,2,5092693.7655577175,3856263.106777197,2026,Mirzo Ulug'bek tumani
YTT_003904,26,2602,51,9,168474.0489992664,131496.27125810002,2026,Mirzo Ulug'bek tumani
YTT_002537,26,2608,134,6,158853.8295504293,118446.9626319177,2026,Yashnobod tumani
YTT_003406,26,2608,199,7,914050.3185821603,906968.5790057426,2026,Yashnobod tumani
YTT_003087,26,2601,134,6,5538181.841859827,4105680.6905410076,2026,Mirobod tumani
YTT_004101,26,2606,51,1,1204530.976414507,1069123.7775850932,2026,Chilonzor tumani
YTT_000311,26,2612,99,8,5600312.147775425,4881140.271728323,2026,Yangihayot tumani
YTT_002260,26,2601,32,6,1205903.417400127,1127162.6543089082,2026,Mirobod tumani
YTT_003543,26,2602,100,5,206816.56669921862,185481.0886789594,2026,Mirzo Ulug'bek tumani
YTT_002226,26,2602,38,4,1118903.2933130588,1081606.1982395104,2026,Mirzo Ulug'bek tumani
YTT_001743,26,2609,172,6,5329150.67897934,4100413.678197993,2026,Olmazor tumani
YTT_000052,26,2605,47,1,3693343.9670853587,2939146.501384932,2026,Shayxontohur tumani
YTT_003468,26,2604,182,11,2271050.2675809553,2136300.6696393453,2026,Yakkasaroy tumani
YTT_000680,26,2611,99,3,829616.7996770857,790987.4423044034,2026,Bektemir tumani
YTT_004677,26,2612,1,10,6619058.00694541,5198585.773318973,2026,Yangihayot tumani
YTT_001632,26,2606,99,7,4068841.275363129,3925966.9117148514,2026,Chilonzor tumani
YTT_001383,26,2608,38,3,821320.5691732839,673628.0821088989,2026,Yashnobod tumani
YTT_003142,26,2602,51,3,4922370.697425126,4103388.252368429,2026,Mirzo Ulug'bek tumani
YTT_002220,26,2602,172,12,398389.9002241396,358231.7223003855,2026,Mirzo Ulug'bek tumani
YTT_003883,26,2601,1,3,10613737.987074517,7642869.192645128,2026,Mirobod tumani
YTT_002837,26,2601,172,12,15742648.049644308,15264420.461521227,2026,Mirobod tumani
YTT_002716,26,2612,51,4,8840042.64752113,6279507.928747191,2026,Yangihayot tumani
YTT_001840,26,5026,38,10,56421.595486052975,42904.788897778395,2026,Toshkent shahri (maxsus toifa)
YTT_001766,26,2606,99,2,10065091.346192868,7111410.151764379,2026,Chilonzor tumani
YTT_004286,26,2604,181,8,8504380.072965875,6894206.560598423,2026,Yakkasaroy tumani
YTT_001045,26,5026,134,7,2280084.1570588346,2013980.3096731086,2026,Toshkent shahri (maxsus toifa)
YTT_003829,26,2604,47,10,396372.4733496806,355077.2125897743,2026,Yakkasaroy tumani
YTT_000619,26,2602,38,4,2102248.554710885,1715947.702135499,2026,Mirzo Ulug'bek tumani
YTT_004125,26,2602,100,9,2450555.1125104306,1784836.9072390664,2026,Mirzo Ulug'bek tumani
YTT_004558,26,2610,199,9,2005727.4106896233,1727865.0271253262,2026,Uchtepa tumani
YTT_004062,26,2609,182,9,2213320.6434837678,2048404.4359427933,2026,Olmazor tumani
YTT_002908,26,2608,199,5,2776120.067739665,2683997.2078684433,2026,Yashnobod tumani
YTT_004503,26,2603,186,10,2268596.9362864653,2028836.6403645065,2026,Yunusobod tumani
YTT_003114,26,2611,130,6,1726655.50681742,1611725.3421890896,2026,Bektemir tumani
YTT_003459,26,2612,172,1,452410.2491907781,324416.3251320152,2026,Yangihayot tumani
YTT_002994,26,5026,32,11,32553.349381406457,32452.983080222064,2026,Toshkent shahri (maxsus toifa)
YTT_002752,26,2603,1,4,1300497.17106099,1063383.314793524,2026,Yunusobod tumani
YTT_000435,26,2606,51,7,5333373.075016586,5191364.266043394,2026,Chilonzor tumani
YTT_002262,26,2606,46,5,5305768.6000329545,4565324.447907842,2026,Chilonzor tumani
YTT_002340,26,2608,182,4,6818379.281128387,6299009.958113009,2026,Yashnobod tumani
YTT_004095,26,2606,199,2,1388144.5100515727,1041906.0118307155,2026,Chilonzor tumani
YTT_003466,26,2603,199,1,2787226.7025798373,2598383.837015384,2026,Yunusobod tumani
YTT_004049,26,5026,99,7,11914928.743122607,10225003.724264594,2026,Toshkent shahri (maxsus toifa)
YTT_001152,26,2609,51,12,1328000.5627541956,1134769.4705028983,2026,Olmazor tumani
YTT_001733,5026,5026,51,7,4226283.033568483,4072026.584180479,2026,Toshkent shahri (maxsus toifa)
YTT_004686,26,2608,1,12,3111849.25858762,2794601.804646008,2026,Yashnobod tumani
YTT_001065,26,2602,134,9,2539619.2661950556,1934976.610406753,2026,Mirzo Ulug'bek tumani
YTT_001220,26,2607,46,1,1165262.7639558408,954314.214584959,2026,Sergeli tumani
YTT_002690,26,2612,172,2,4711235.747987696,4299038.806152948,2026,Yangihayot tumani
YTT_003836,26,2603,172,12,1757496.140048447,1530600.2419080504,2026,Yunusobod tumani
YTT_003765,26,2603,134,3,4508973.517621068,4239998.27385219,2026,Yunusobod tumani
YTT_000347,26,2608,100,2,5789780.910088487,5235660.541484498,2026,Yashnobod tumani
YTT_001261,5026,2607,100,9,1573570.7182081705,1268031.3411996367,2026,Sergeli tumani
YTT_002934,5026,2612,38,11,6064049.752441609,6063912.99629451,2026,Yangihayot tumani
YTT_004427,26,2612,46,10,8186695.561231232,7526215.595637694,2026,Yangihayot tumani
YTT_001803,26,2610,182,3,10761242.310289778,7883142.711673371,2026,Uchtepa tumani
YTT_004253,26,2606,47,3,5665987.8480691,4658427.46906134,2026,Chilonzor tumani
YTT_000608,26,2612,51,3,8992408.78674654,8324772.775373676,2026,Yangihayot tumani
YTT_003986,26,2609,181,2,2687123.419411348,2316797.6808675984,2026,Olmazor tumani
YTT_001873,26,2602,51,3,1585682.791365771,1300910.4084906734,2026,Mirzo Ulug'bek tumani
YTT_000865,26,2608,99,11,6530088.255117614,5064556.740095185,2026,Yashnobod tumani
YTT_003490,5026,2612,182,1,2360995.205384495,1865956.2606134783,2026,Yangihayot tumani
YTT_002647,26,2608,32,9,5935366.80208889,5610573.820925757,2026,Yashnobod tumani
YTT_001054,26,2601,134,7,284919.53956346994,252127.26567248913,2026,Mirobod tumani
YTT_004419,26,2601,130,9,2345619.102262586,2338423.5044888123,2026,Mirobod tumani
YTT_001250,26,2602,134,5,16893.223740707166,12845.20102120236,2026,Mirzo Ulug'bek tumani
YTT_002188,26,2606,51,7,7778945.184529552,7615649.966792697,2026,Chilonzor tumani
YTT_002844,26,2608,38,6,975430.5778725839,882441.5911249537,2026,Yashnobod tumani
YTT_000691,26,2610,172,11,4644739.581787266,3421090.99018648,2026,Uchtepa tumani
YTT_001163,26,2609,47,11,5978731.815821203,4315746.477288501,2026,Olmazor tumani
YTT_004511,26,2606,32,3,568074.804069973,559537.081912112,2026,Chilonzor tumani
YTT_002638,26,2611,100,5,1324440.5359318026,940929.5667595376,2026,Bektemir tumani
YTT_001024,26,2608,100,8,174734.89154562494,156557.11255469,2026,Yashnobod tumani
YTT_004104,26,2602,172,10,6138491.677363106,4725251.79447713,2026,Mirzo Ulug'bek tumani
YTT_003157,26,2611,130,7,3263148.8287034403,2992014.866935318,2026,Bektemir tumani
YTT_003442,26,2604,134,10,7669210.884627792,7491350.343479744,2026,Yakkasaroy tumani
YTT_003041,26,2602,199,5,1485846.8197536413,1374868.7550567933,2026,Mirzo Ulug'bek tumani
YTT_002167,26,2610,186,4,6102424.038492947,5514586.4914099015,2026,Uchtepa tumani
YTT_002710,26,2605,130,4,2772334.0049135033,2124829.268567231,2026,Shayxontohur tumani
YTT_002081,26,2604,172,9,5473764.366282993,5412573.556311591,2026,Yakkasaroy tumani
YTT_003677,26,2609,181,4,3027779.5543523096,2926222.583241667,2026,Olmazor tumani
YTT_004649,26,2610,100,1,330699.45457609335,245004.75379967256,2026,Uchtepa tumani
YTT_004322,26,2612,186,5,4001053.798839608,3101418.5622560526,2026,Yangihayot tumani
YTT_002922,26,2610,1,9,11399483.484966101,11330032.404632118,2026,Uchtepa tumani
YTT_003548,26,2604,99,6,14293761.691750526,12202367.362162836,2026,Yakkasaroy tumani
YTT_002728,26,2610,99,9,2498469.641403619,2289733.04466636,2026,Uchtepa tumani
YTT_001822,26,2608,134,3,16010573.4671806,15043277.136013146,2026,Yashnobod tumani
YTT_004972,26,2610,172,9,855023.9973075434,652501.8719701695,2026,Uchtepa tumani
YTT_002793,26,2603,1,5,5232685.184341641,4634839.451952926,2026,Yunusobod tumani
YTT_001718,26,2611,32,7,760221.0264742872,719415.0782208085,2026,Bektemir tumani
YTT_003257,26,2608,181,5,274481.3705191477,242226.86817442428,2026,Yashnobod tumani
YTT_003599,26,2606,199,2,2406096.7218061956,2342163.8269104413,2026,Chilonzor tumani
YTT_000635,26,2609,32,8,7865220.379554768,6861560.223129669,2026,Olmazor tumani
YTT_002023,26,2604,51,8,4113355.3101507877,3197776.5836419244,2026,Yakkasaroy tumani
YTT_001772,26,2604,134,4,3010815.150192612,2222884.7967684786,2026,Yakkasaroy tumani
YTT_001260,26,2611,1,7,14187293.820080306,13727064.553359807,2026,Bektemir tumani
YTT_001849,26,5026,199,12,2275710.358135332,1624045.644150909,2026,Toshkent shahri (maxsus toifa)
YTT_002156,26,2611,134,1,811514.0939398439,676192.2698977428,2026,Bektemir tumani
YTT_004222,26,2602,99,9,11725567.91980286,9019194.204570772,2026,Mirzo Ulug'bek tumani
YTT_000982,26,2609,100,12,1976313.754361753,1938639.1214388532,2026,Olmazor tumani
YTT_003415,5026,2608,1,4,1006380.259672641,998482.2673944779,2026,Yashnobod tumani
YTT_000155,26,2610,51,11,1970905.9554962828,1400380.483420501,2026,Uchtepa tumani
YTT_003634,26,2606,134,12,11909816.7462849,8936693.806638746,2026,Chilonzor tumani
YTT_000245,26,5026,182,4,169260.60550484245,144015.91313471738,2026,Toshkent shahri (maxsus toifa)
YTT_001546,26,2604,182,1,3401322.46659162,2806020.437797067,2026,Yakkasaroy tumani
YTT_003198,26,5026,47,7,4128413.6324091163,3623918.1220369483,2026,Toshkent shahri (maxsus toifa)
YTT_002126,26,2605,100,2,5701323.588402276,5514568.571645773,2026,Shayxontohur tumani
YTT_000976,26,2611,181,10,1324906.3781232869,1032737.050961677,2026,Bektemir tumani
YTT_004683,26,5026,1,2,1418595.4794536878,1096710.7743384293,2026,Toshkent shahri (maxsus toifa)
YTT_004932,26,2604,47,4,2076385.8098699653,1817559.050205436,2026,Yakkasaroy tumani
YTT_001898,26,5026,99,7,559723.6995855396,495774.1516017826,2026,Toshkent shahri (maxsus toifa)
YTT_002884,26,5026,38,4,2669501.2328110994,2309330.0692497985,2026,Toshkent shahri (maxsus toifa)
YTT_001103,26,2609,134,3,1997817.6982546432,1619111.529194151,2026,Olmazor tumani
YTT_000919,26,2604,134,10,129397.01348441823,106351.17789176777,2026,Yakkasaroy tumani
YTT_000716,5026,2605,46,9,1453221.5662460385,1399858.5610864107,2026,Shayxontohur tumani
YTT_004446,26,2605,182,3,766379.2453732027,596103.1750666432,2026,Shayxontohur tumani
YTT_001108,26,2606,51,6,3381364.794693844,3150068.3554999838,2026,Chilonzor tumani
YTT_004740,26,2612,47,11,1924997.7888407824,1434806.48781896,2026,Yangihayot tumani
YTT_001448,26,2608,32,4,3858471.7949168268,2769855.0695523587,2026,Yashnobod tumani
YTT_001339,26,2602,134,2,1541508.4838146071,1387765.3362179743,2026,Mirzo Ulug'bek tumani
YTT_002700,26,2601,181,2,2399663.809416592,2197284.308473103,2026,Mirobod tumani
YTT_003220,26,2610,51,12,6032076.931063072,5770811.813928258,2026,Uchtepa tumani
YTT_001765,26,2606,51,1,5357000.150965579,5148306.969306595,2026,Chilonzor tumani
YTT_003419,5026,5026,182,6,19560218.928053107,15568148.536101012,2026,Toshkent shahri (maxsus toifa)
YTT_000508,26,2603,130,5,16736831.929616198,14586227.653448,2026,Yunusobod tumani
YTT_004487,26,2607,38,1,6314844.936063634,5831911.178992091,2026,Sergeli tumani
YTT_003718,5026,2603,99,4,3195790.4929301534,2265138.308238766,2026,Yunusobod tumani
YTT_004660,26,2611,51,10,2389825.187777554,1704896.5300135864,2026,Bektemir tumani
YTT_002055,26,2607,182,6,1165248.9821868972,1006115.4552286814,2026,Sergeli tumani
YTT_001990,26,5026,182,6,3362210.5097827828,3055956.017206068,2026,Toshkent shahri (maxsus toifa)
YTT_002670,26,2606,130,3,3519375.810394289,3205481.6607013308,2026,Chilonzor tumani
YTT_003920,26,2605,100,6,16102759.040173125,11598148.366316587,2026,Shayxontohur tumani
YTT_004268,26,2612,1,2,2405296.611988655,2268105.527558595,2026,Yangihayot tumani
YTT_002039,26,2607,32,3,11290225.156103231,8023295.490682571,2026,Sergeli tumani
YTT_002738,26,2607,100,11,5944651.287508315,4616918.459178248,2026,Sergeli tumani
YTT_000343,5026,2610,51,9,4900673.603361901,4544189.285547606,2026,Uchtepa tumani
YTT_002197,26,2605,182,12,28609326.52658546,23755777.400998782,2026,Shayxontohur tumani
YTT_000569,26,2601,100,10,16825228.036570173,13976058.609714704,2026,Mirobod tumani
YTT_001422,26,2603,32,6,1483574.3105991997,1310552.1774912367,2026,Yunusobod tumani
YTT_001818,26,2603,181,2,4847282.36118502,4675812.867666992,2026,Yunusobod tumani
YTT_002467,26,2611,100,6,2677728.1189910076,2600085.6653402876,2026,Bektemir tumani
YTT_002730,26,2610,172,5,23402193.135607433,21694627.356137034,2026,Uchtepa tumani
YTT_002101,26,2602,182,6,5185101.227709791,5101372.790906729,2026,Mirzo Ulug'bek tumani
YTT_000709,26,2608,51,11,1982094.6917896585,1804738.4506642309,2026,Yashnobod tumani
YTT_004517,26,2611,186,4,3752549.100975824,3295774.0774873965,2026,Bektemir tumani
YTT_001661,26,2608,99,1,922103.4329615284,829076.3362134686,2026,Yashnobod tumani
YTT_004283,26,2610,172,3,863093.1278064213,707208.2492792053,2026,Uchtepa tumani
YTT_001471,26,2608,46,9,3170192.3144919197,2579606.5954710506,2026,Yashnobod tumani
YTT_004274,26,2607,130,12,8307703.33690862,5850500.055835197,2026,Sergeli tumani
YTT_003750,26,2608,199,4,4026801.2445079936,3467251.299443107,2026,Yashnobod tumani
YTT_003785,26,2607,134,7,13314498.977341752,12945324.018822966,2026,Sergeli tumani
YTT_001370,26,2611,199,11,2824247.3359544934,2519984.108283722,2026,Bektemir tumani
YTT_004656,26,2603,182,2,1068510.300771819,1034566.1642062411,2026,Yunusobod tumani
YTT_000295,26,2606,134,9,859528.8631099927,739758.1106609678,2026,Chilonzor tumani
YTT_003759,26,2602,47,2,6115568.242934612,4559706.563265,2026,Mirzo Ulug'bek tumani
YTT_003447,26,2606,182,7,7523171.384984761,6516507.982232402,2026,Chilonzor tumani
YTT_003542,26,2612,199,10,2734248.2840235797,2598278.297229939,2026,Yangihayot tumani
YTT_004038,26,2608,182,5,5297052.942210713,5060952.26583106,2026,Yashnobod tumani
YTT_004600,26,2612,51,7,9834867.611676797,9796103.586799351,2026,Yangihayot tumani
YTT_003778,26,2603,46,10,2986110.1595561197,2341495.449295616,2026,Yunusobod tumani
YTT_003380,26,2605,38,2,12014158.530039864,10828406.045554101,2026,Shayxontohur tumani
YTT_003502,26,5026,130,5,22998729.65732158,20767867.293859858,2026,Toshkent shahri (maxsus toifa)
YTT_003625,26,2605,1,12,804888.0743447224,647607.5868857019,2026,Shayxontohur tumani
YTT_002025,26,2607,32,8,18524734.759961255,18497959.778702706,2026,Sergeli tumani
YTT_001838,26,2610,38,3,5844381.151968215,4683881.534105211,2026,Uchtepa tumani
YTT_001081,26,2608,172,8,1972799.821699396,1763012.6778223542,2026,Yashnobod tumani
YTT_003161,26,2606,186,9,8162476.372137728,7819693.388076442,2026,Chilonzor tumani
YTT_002648,26,2609,100,6,2096731.3410921353,2067214.1793024377,2026,Olmazor tumani
YTT_003672,26,2603,32,12,824152.2649264268,586334.462284135,2026,Yunusobod tumani
YTT_002027,26,2606,130,4,900257.4881165505,820932.7797650576,2026,Chilonzor tumani
YTT_003334,26,2605,38,10,9731466.665163979,6987256.702338828,2026,Shayxontohur tumani
YTT_003949,26,2608,51,6,2347309.2762599336,1762745.8810821516,2026,Yashnobod tumani
YTT_002495,26,2610,181,11,2653139.9322352344,1934318.491136232,2026,Uchtepa tumani
YTT_002699,26,2606,99,9,1962601.6966290171,1561668.0948105298,2026,Chilonzor tumani
YTT_001557,26,2604,199,1,4622795.113989256,3809576.364863283,2026,Yakkasaroy tumani
YTT_002967,5026,2605,38,8,10430109.40557268,9883514.75466558,2026,Shayxontohur tumani
YTT_002341,26,2609,38,6,6782809.281378135,4916312.718133325,2026,Olmazor tumani
YTT_000544,26,2608,186,8,11910268.215238398,10893228.878752207,2026,Yashnobod tumani
YTT_004685,26,2602,100,5,8140694.046714473,8089976.912163252,2026,Mirzo Ulug'bek tumani
YTT_001082,26,2609,51,8,8493542.491440954,7820839.573897294,2026,Olmazor tumani
YTT_000479,26,5026,1,4,1347553.9912288552,1310516.1520420332,2026,Toshkent shahri (maxsus toifa)
YTT_000080,26,2607,38,2,2454547.5117328903,1718312.5018167237,2026,Sergeli tumani
YTT_003895,26,2603,99,6,599046.0909738668,541933.1455549918,2026,Yunusobod tumani
YTT_004556,26,2607,99,12,9353652.272091765,7425890.408762242,2026,Sergeli tumani
YTT_000144,26,2605,100,5,209838.85415350556,178090.0917152211,2026,Shayxontohur tumani
YTT_000310,26,2604,134,1,1066026.6009607855,838186.3608736331,2026,Yakkasaroy tumani
YTT_003747,26,2606,99,11,32546.114402704185,29683.791278430937,2026,Chilonzor tumani
YTT_004477,26,2611,130,10,6861163.639031914,6712168.465696214,2026,Bektemir tumani
YTT_003532,26,2604,32,5,2307818.5053279204,1731166.085919687,2026,Yakkasaroy tumani
YTT_000280,26,2608,46,2,3693751.6131860167,2984521.958271007,2026,Yashnobod tumani
YTT_000373,26,2610,199,1,417132.6371928403,386535.8417116559,2026,Uchtepa tumani
YTT_000237,26,2612,100,12,12387590.633819483,10183103.472661942,2026,Yangihayot tumani
YTT_000457,26,2606,51,7,8717460.374047266,6189303.894464983,2026,Chilonzor tumani
YTT_002626,26,2611,32,5,5314135.461486261,4125405.1365818684,2026,Bektemir tumani
YTT_004344,26,2601,47,4,7058982.445535343,5816557.546509646,2026,Mirobod tumani
YTT_004085,26,2605,186,1,7209875.491186639,7026329.154905369,2026,Shayxontohur tumani
YTT_004752,26,2610,130,12,3738001.2808880615,3195504.8910179255,2026,Uchtepa tumani
YTT_002965,26,2604,181,11,5577848.902819194,4482065.0867626555,2026,Yakkasaroy tumani
YTT_000400,26,2610,199,6,4796491.930424717,3605886.261836285,2026,Uchtepa tumani
YTT_003906,26,2608,46,5,11962198.244474621,9846989.5931745,2026,Yashnobod tumani
YTT_003261,26,2604,51,4,3024197.1326736016,2914714.9959737924,2026,Yakkasaroy tumani
YTT_003506,26,5026,32,6,3428228.673153364,3325666.726661481,2026,Toshkent shahri (maxsus toifa)
YTT_001747,26,2610,134,2,7540607.776983677,6554125.38979761,2026,Uchtepa tumani
YTT_003656,26,2607,172,4,6520166.793181103,5238920.463643787,2026,Sergeli tumani
YTT_004078,26,2609,1,4,6271459.214807708,5370993.197351921,2026,Olmazor tumani
YTT_004375,26,2601,172,11,9350756.195997136,7686232.916961064,2026,Mirobod tumani
YTT_000773,26,2609,182,12,4469651.328738159,3844676.4744949765,2026,Olmazor tumani
YTT_004521,26,2607,181,6,1242370.7588373318,985288.28909533,2026,Sergeli tumani
YTT_001719,26,2610,134,9,1978910.9249078308,1461395.3063091496,2026,Uchtepa tumani
YTT_001655,26,2606,46,12,2124035.028753806,2009324.2706990398,2026,Chilonzor tumani
YTT_003223,26,2604,47,11,22337777.661253374,20158480.14619151,2026,Yakkasaroy tumani
YTT_000093,26,2603,38,12,7631528.991691982,6688523.970833394,2026,Yunusobod tumani
YTT_003158,26,2607,172,8,3284015.297912138,2465592.25981692,2026,Sergeli tumani
YTT_001599,26,2612,99,8,431814.3988244842,401824.9027343618,2026,Yangihayot tumani
YTT_004048,26,2604,99,3,4316758.37585675,4176462.911309515,2026,Yakkasaroy tumani
YTT_001014,26,2612,38,6,200566.8931789906,166376.30733890118,2026,Yangihayot tumani
YTT_003184,26,2611,32,4,3513988.317254705,2683620.3872585683,2026,Bektemir tumani
YTT_001814,26,2607,134,9,1860424.047010953,1626371.055843339,2026,Sergeli tumani
YTT_004854,26,2603,47,9,985725.4924297697,835681.2201797008,2026,Yunusobod tumani
YTT_002829,26,2611,51,4,3087406.99831668,2219398.585992333,2026,Bektemir tumani
YTT_003738,26,2604,172,2,4247303.628797862,3061842.5134195997,2026,Yakkasaroy tumani
YTT_001269,26,2604,32,3,4875908.1414867705,3792892.0482514147,2026,Yakkasaroy tumani
YTT_001971,26,2606,1,10,654563.8316043188,465519.35898176796,2026,Chilonzor tumani
YTT_001712,26,2607,181,12,16348559.277023453,14005300.468441678,2026,Sergeli tumani
YTT_001277,26,2603,172,10,6934569.24071023,6167274.834692348,2026,Yunusobod tumani
YTT_001595,26,2610,1,3,5417289.600419568,4821999.4811128685,2026,Uchtepa tumani
YTT_003193,26,2607,181,6,2759547.985726561,2132176.3839132222,2026,Sergeli tumani
YTT_001875,26,2604,186,10,280849.7058775699,237967.7322445417,2026,Yakkasaroy tumani
